DATE,DEX,TOKEN_IN,AMOUNT,TRADERS
2022-05-17,ref,USDT,389961.76,24
2022-08-11,ref,USN,5101.62,7
2022-04-22,ref,DAI,12928.3,9
2022-10-16,ref,USDT,116172.09,14
2022-11-01,ref,USDC,41827.94,11
2022-07-06,jumbo,USDT,16.08,2
2022-04-10,ref,DAI,13296.37,12
2022-08-30,jumbo,USDT,1.15,2
2022-07-20,ref,USDC,353699.08,13
2022-08-19,ref,DAI,7862.88,9
2022-10-30,ref,USDC,258153.54,10
2021-09-13,ref,USDC,1111.04,23
2022-10-22,ref,USDT,92989.72,12
2022-03-25,ref,USDC,56836.32,7
2022-11-19,ref,DAI,491.78,5
2022-05-02,ref,USN,1290.97,4
2022-08-16,ref,USDC,116789.76,10
2022-03-12,ref,USDC,116827.06,6
2022-04-18,ref,USN,0,1
2022-05-23,jumbo,USDT,0.62,1
2022-06-03,ref,USDT,391933,26
2022-06-21,ref,USN,3306.95,6
2022-10-17,ref,USDT,72381.53,18
2022-05-10,ref,USN,5402.46,31
2022-02-19,ref,USDC,188613.09,30
2022-08-08,ref,DAI,5408.5,6
2022-08-06,ref,USDT,258564.74,13
2022-11-05,ref,DAI,626.84,7
2022-10-05,ref,USDT,220158.46,23
2022-02-20,ref,USDC,236351.55,20
2021-11-05,ref,USDC,2886.82,23
2022-09-29,ref,USN,124419.48,16
2022-07-11,ref,USDC,476480.21,14
2021-11-30,ref,DAI,330620.07,25
2022-06-01,ref,DAI,8116.05,11
2022-07-03,ref,DAI,1192.91,5
2022-05-28,ref,DAI,4017.87,6
2022-06-17,ref,USN,3004.17,11
2022-03-21,ref,USDC,43631.06,7
2022-07-31,jumbo,USDT,0.23,2
2022-03-02,jumbo,USDC,1,1
2022-10-05,ref,USDC,135045.62,13
2022-11-15,ref,DAI,1336.18,6
2021-12-06,ref,DAI,267452.21,16
2022-11-20,ref,USDT,109338.97,20
2022-04-03,ref,DAI,39457.84,11
2021-10-11,ref,DAI,130356.92,68
2022-09-26,ref,USDC,106197.67,14
2022-05-25,ref,USN,523.28,16
2021-10-27,ref,DAI,312521.94,112
2021-11-12,ref,DAI,353527.46,30
2021-09-30,ref,DAI,210377.41,81
2022-07-01,ref,USDC,278708.44,13
2022-10-07,ref,DAI,82.08,4
2022-08-03,ref,DAI,2440.64,8
2022-10-13,ref,USDT,856781.35,24
2022-08-22,ref,USDC,200937.89,9
2022-07-10,ref,DAI,687.06,5
2022-01-14,ref,USDT,482134.37,52
2021-12-28,ref,DAI,129602.36,40
2021-10-02,ref,USDT,292046.8,125
2022-08-21,ref,USDC,202688.01,11
2022-06-05,ref,USN,2872.71,18
2022-05-14,ref,USDT,602902.25,33
2022-07-15,ref,DAI,2453.4,6
2022-11-18,ref,USDC,36302.12,9
2022-10-31,jumbo,USDT,112.31,3
2022-05-21,ref,USN,576.24,13
2022-11-12,ref,USDT,297883.31,15
2022-05-08,ref,DAI,34941.53,7
2022-09-20,ref,DAI,1000.62,12
2022-06-05,ref,USDT,253874.5,15
2022-11-21,ref,USN,1043.31,11
2022-01-16,ref,USDT,305686.61,45
2022-02-07,ref,USDT,279925.09,44
2021-10-14,ref,USDT,305783.19,156
2022-01-09,ref,USDT,208049.47,49
2022-04-22,ref,USDT,348596.22,49
2022-01-12,ref,DAI,141268.02,28
2022-08-03,jumbo,USDT,44.5,6
2021-12-21,ref,USDT,195323.14,66
2021-09-27,ref,DAI,140226.59,73
2022-09-14,ref,USDT,343446.21,23
2022-10-01,ref,DAI,282.74,6
2022-03-16,ref,USDT,220619.54,14
2022-08-01,ref,USDT,250162.89,37
2022-02-03,ref,USDT,117918.76,31
2022-05-28,ref,USN,1344.33,17
2022-11-13,ref,USDC,241783.26,8
2022-09-29,ref,USDT,352116.55,21
2022-10-30,ref,DAI,494.41,6
2022-07-07,ref,USDC,321231.4,12
2022-07-29,ref,USDT,802893.07,26
2022-06-28,jumbo,USDT,191.63,3
2022-05-06,jumbo,USDC,0.7,1
2022-05-15,jumbo,USDC,0.47,1
2022-07-22,jumbo,USDT,416.38,4
2022-03-16,ref,DAI,5370.34,4
2022-04-03,jumbo,USDT,7.31,2
2022-01-29,ref,USDC,2335.57,9
2021-12-30,ref,USDT,317704.23,42
2022-01-05,ref,USDT,1283529.52,60
2022-02-27,ref,DAI,155989.85,15
2021-09-22,ref,USDT,896445.36,95
2022-04-25,ref,USDC,879941.54,24
2021-10-17,ref,USDC,2413.02,69
2022-09-04,ref,USDT,104869.43,10
2022-09-08,ref,USDT,592185.85,20
2022-02-07,ref,DAI,192888.42,32
2022-03-14,ref,USDC,282163.84,6
2022-04-21,ref,USDT,578660.84,40
2022-02-14,ref,USDC,9788.31,11
2022-06-02,ref,USDT,654125.8,15
2021-11-11,ref,DAI,665301.01,40
2022-04-13,ref,USDT,288013.45,35
2022-04-01,ref,USDT,116610.45,20
2022-07-08,ref,DAI,2842.9,8
2022-07-11,ref,DAI,7438.49,7
2022-05-17,ref,DAI,11250.95,6
2022-06-08,jumbo,USDT,226.21,4
2022-06-23,ref,USN,1612.7,4
2022-03-18,ref,DAI,4832.38,6
2022-07-28,ref,USDC,442816.46,11
2022-09-25,jumbo,USDT,0.01,1
2022-10-23,ref,DAI,227.36,4
2022-11-16,ref,DAI,1506.66,6
2022-03-07,jumbo,USDT,35.14,2
2022-09-09,jumbo,USDT,0.19,1
2022-10-26,ref,USN,1333.93,8
2022-10-16,jumbo,USDT,0.59,1
2022-09-04,jumbo,USDT,0.04,1
2022-02-04,ref,USDT,246735.15,29
2021-10-15,ref,USDT,251199.26,134
2022-05-13,ref,DAI,97645.16,10
2022-11-20,ref,USN,305.4,12
2021-11-04,ref,USDC,2418.98,22
2022-07-16,jumbo,USDT,97.48,3
2021-12-22,ref,USDC,4422.31,25
2022-07-07,ref,DAI,3707.08,7
2022-07-19,ref,USDT,1590709.01,25
2022-10-28,ref,USDT,329133.04,15
2022-03-24,ref,USDT,152142.16,46
2022-08-25,ref,USN,3327.12,7
2022-10-11,ref,USN,1540.49,11
2022-05-14,ref,USN,1697.68,19
2022-06-18,ref,DAI,7738.29,10
2022-05-22,ref,USDC,80586.96,9
2022-01-30,ref,USDT,62826.61,21
2022-02-16,ref,DAI,41216.37,9
2022-03-11,ref,USDT,202617.82,36
2022-08-23,ref,USDC,304848.59,10
2021-11-08,ref,USDC,1244.17,12
2022-11-10,ref,USN,1857.58,7
2022-05-05,ref,DAI,10820.23,14
2022-09-23,ref,DAI,556.74,10
2022-08-26,ref,DAI,3730.53,7
2022-10-17,ref,USDC,30780.86,9
2021-12-16,ref,USDC,536.75,6
2022-11-21,jumbo,USDT,0.95,2
2022-02-27,jumbo,USDT,7.48,1
2022-07-21,ref,DAI,3421.47,5
2022-05-10,jumbo,USDC,0.61,1
2022-08-03,jumbo,USDC,0,1
2021-11-08,ref,DAI,213816.61,52
2021-09-11,ref,DAI,264815.32,99
2022-03-23,ref,USDT,140832,27
2022-08-03,ref,USDT,474687.73,21
2021-12-25,ref,USDT,597900.48,109
2022-09-06,ref,USDC,218075.11,14
2021-12-08,ref,USDC,3993.83,7
2022-11-03,ref,USDC,173135.82,11
2022-01-03,ref,DAI,111496.04,21
2022-06-27,ref,USN,2543.82,9
2022-08-19,ref,USDT,1534032.68,29
2022-07-28,ref,USDT,798953.88,14
2022-04-08,ref,DAI,68431.43,14
2022-11-09,ref,USN,21220.25,14
2022-04-07,jumbo,USDC,1.46,1
2022-11-09,ref,USDC,669891.9,13
2022-05-01,ref,USN,1677.18,4
2022-05-21,ref,USDT,224482.1,19
2022-09-02,ref,USDC,86319.72,12
2022-04-18,jumbo,USDT,6.13,2
2022-01-02,ref,USDC,2483.22,31
2022-11-21,ref,USDT,388332.62,25
2021-12-15,ref,USDT,649501.41,27
2022-05-11,ref,USN,9318.45,54
2021-10-25,ref,DAI,842167.87,90
2021-11-19,ref,USDT,645704.38,121
2022-04-14,jumbo,USDT,156.76,4
2021-12-16,ref,USDT,186706.06,27
2022-11-11,ref,USDC,297536.9,9
2022-01-14,ref,USDC,4115.25,15
2021-09-04,ref,DAI,99034.84,30
2022-05-03,ref,USDT,358539.34,23
2022-09-04,ref,USDC,49160.45,9
2022-03-25,ref,DAI,6558.84,8
2022-09-07,ref,DAI,415.7,7
2022-05-04,ref,DAI,12010.02,11
2022-04-09,ref,USDC,264668.84,8
2022-08-20,ref,USN,8826.89,7
2022-07-29,ref,DAI,4853.55,8
2022-04-26,ref,USDC,718978.51,13
2022-10-13,ref,DAI,3229.9,10
2022-04-15,ref,USDC,129085.36,6
2021-12-10,ref,USDC,761.97,8
2022-05-26,jumbo,USDT,271.51,4
2022-09-01,ref,DAI,1500.23,4
2022-07-10,jumbo,USDT,95.5,3
2022-09-05,ref,DAI,734.67,4
2022-04-24,jumbo,USDT,12.29,3
2022-09-02,jumbo,USDC,0,1
2022-03-23,ref,DAI,14952.89,3
2022-09-23,jumbo,USDT,0.09,1
2022-09-14,jumbo,USDT,0.21,1
2021-09-13,ref,DAI,414519.99,54
2022-04-19,ref,DAI,36038.51,11
2022-05-18,ref,USDT,318819.28,34
2021-11-28,ref,USDC,1232.69,8
2022-03-10,jumbo,USDT,33.82,2
2022-06-18,ref,USN,9520.24,15
2021-12-26,ref,USDC,16408.17,29
2022-04-08,ref,USDC,803868.83,14
2021-12-26,ref,DAI,151077.07,28
2022-07-02,jumbo,USDT,193.13,3
2022-02-20,ref,USDT,291946.37,23
2022-04-24,ref,USDC,69418.69,9
2022-06-18,ref,USDC,652975.12,11
2022-04-04,ref,USDC,510921.55,12
2022-03-17,ref,USDC,304352.99,6
2022-01-19,ref,USDC,4551.48,18
2021-12-14,ref,USDC,2640.68,11
2022-01-22,ref,USDC,14055.71,18
2022-02-23,jumbo,USDT,5.52,1
2022-04-07,ref,USDC,330508.07,10
2022-10-20,ref,USN,3122.89,7
2021-12-03,ref,DAI,385298.97,12
2022-04-23,ref,DAI,5193.83,11
2022-03-30,jumbo,USDT,1.13,1
2022-03-17,jumbo,USDT,2.99,1
2022-02-19,ref,USDT,353696.33,31
2022-08-09,ref,DAI,6176.01,6
2021-10-30,ref,DAI,15887.51,112
2022-10-04,ref,USDC,54394.32,11
2022-08-04,ref,USDT,514367.11,26
2022-02-28,ref,USDT,422514.49,24
2022-02-21,ref,USDC,374400.2,19
2022-06-21,jumbo,USDC,0.19,1
2021-12-24,ref,USDT,1069869.5,83
2021-09-16,ref,USDC,2259.19,22
2022-02-01,ref,USDT,219007.08,29
2021-11-26,ref,DAI,72932.99,24
2022-05-24,jumbo,USDT,0.8,1
2022-04-20,ref,USDT,432278.02,30
2022-04-23,ref,USDC,244617.27,14
2022-08-30,ref,DAI,3938.85,7
2022-07-06,ref,USDT,432477.2,15
2022-02-09,ref,DAI,88388.4,19
2021-11-18,ref,USDC,5118.84,24
2022-05-19,ref,USDC,213074.09,12
2022-11-12,jumbo,USDT,0.37,2
2022-02-23,ref,USDC,390592.95,16
2022-04-22,jumbo,USDT,25.06,3
2022-06-29,jumbo,USDT,323.49,4
2022-06-05,ref,DAI,2182.65,5
2022-08-26,jumbo,USDT,0.16,2
2022-06-10,jumbo,USDT,416.51,3
2022-07-06,ref,DAI,3237.7,4
2022-04-02,jumbo,USDT,33.46,3
2022-09-13,ref,DAI,3569.51,7
2022-10-02,ref,USDT,40069.67,22
2022-07-17,ref,USDC,276178.54,9
2021-10-12,ref,DAI,153478.15,82
2022-06-17,ref,USDC,468458.89,11
2021-09-26,ref,DAI,412895.36,90
2022-06-12,jumbo,USDT,667.57,4
2021-09-01,ref,USDT,56788.39,124
2021-12-23,ref,DAI,864566.8,37
2022-09-04,ref,USN,978.14,5
2022-01-01,ref,DAI,113732.65,25
2022-01-01,ref,USDT,95501.88,37
2022-10-10,ref,USDT,115430.12,21
2022-03-03,ref,DAI,208962.19,16
2022-01-04,ref,DAI,217702.53,34
2022-06-09,ref,USDC,85391.97,12
2022-07-30,ref,USDT,428467.95,22
2022-08-26,ref,USN,20629.83,9
2022-05-19,ref,USDT,315466.54,31
2022-02-19,jumbo,USDT,1458.73,2
2022-08-15,ref,DAI,2614.8,7
2022-06-23,ref,DAI,5336.54,6
2022-06-13,jumbo,USDT,1510.1,5
2022-05-29,ref,USN,547.84,5
2021-09-10,ref,DAI,616021.93,139
2022-06-28,ref,USN,2556.12,9
2021-10-06,ref,USDT,216203.58,298
2022-02-14,ref,DAI,66269.58,15
2022-01-05,ref,USDC,37610.32,26
2022-01-17,ref,DAI,123786.46,31
2022-10-15,ref,USN,770.06,6
2022-07-05,jumbo,USDT,159.1,3
2021-09-05,ref,USDT,136062.13,71
2022-10-20,ref,USDC,89904.96,10
2022-11-06,ref,USDC,85324.89,11
2022-11-08,ref,USDC,622652.99,15
2022-11-10,jumbo,USDT,0.81,2
2022-10-31,ref,DAI,112.85,5
2022-06-19,jumbo,USDT,231.09,3
2022-07-23,ref,DAI,2000.94,6
2022-04-12,jumbo,USDT,1.49,1
2022-02-02,ref,USDT,316947.09,31
2022-02-12,ref,USDT,125237.79,28
2021-12-31,ref,USDT,351667.55,41
2021-12-06,ref,USDC,1279.11,10
2021-10-19,ref,USDC,5205.45,91
2022-05-28,ref,USDC,145186.4,10
2022-05-13,ref,USDC,2043275.48,14
2022-06-08,ref,USN,467.08,11
2022-03-07,ref,USDT,254031.64,17
2022-02-15,ref,USDT,145650.24,28
2022-05-11,ref,DAI,176403.5,17
2022-01-22,ref,USDT,840914.73,66
2021-11-24,ref,USDC,5974.53,12
2021-09-14,ref,USDC,2333.5,18
2021-11-24,ref,USDT,389428.64,45
2022-05-09,ref,USDC,3669225.38,18
2022-06-10,ref,USDC,107429.62,12
2022-04-24,ref,USDT,53508.38,25
2022-07-17,ref,USN,2481.37,5
2022-02-06,ref,USDT,199190.87,23
2022-02-11,ref,USDT,87712.76,17
2022-06-25,ref,USDC,595919.94,11
2022-02-13,ref,DAI,153519.07,12
2022-07-05,ref,DAI,2829.86,10
2022-07-13,jumbo,USDT,917.47,4
2022-09-04,ref,DAI,425.31,3
2022-03-27,jumbo,USDT,4.93,2
2022-05-19,jumbo,USDT,2.2,1
2022-08-01,jumbo,USDC,0,1
2022-07-14,ref,USDT,311899.76,21
2021-10-14,ref,DAI,267411.7,58
2021-09-20,ref,DAI,512345.96,70
2022-05-25,ref,USDT,212941.43,22
2021-11-16,ref,USDT,744500.41,137
2022-02-22,ref,USDC,354568.2,17
2022-08-16,ref,USDT,320902.79,22
2022-11-16,ref,USN,628.46,7
2021-11-12,ref,USDC,5270.8,18
2022-11-01,ref,USDT,65857.72,13
2022-09-19,ref,USDC,241976.1,17
2021-09-03,ref,USDC,2824.28,23
2022-05-01,ref,USDT,4342888.38,31
2022-06-24,ref,USDC,964051.04,11
2022-05-04,ref,USDT,419478.37,28
2022-07-29,ref,USN,11715.64,5
2022-08-02,ref,USDC,433061.94,16
2022-09-27,ref,USDC,168547.37,13
2022-05-24,ref,DAI,5590.99,10
2022-06-19,ref,USDC,541930.21,10
2022-06-25,ref,DAI,7714.54,9
2021-12-04,ref,USDC,3285.96,12
2022-02-18,jumbo,USDT,88.79,1
2022-07-04,jumbo,USDT,69,3
2022-06-03,jumbo,USDT,135.86,4
2022-08-13,ref,USN,1059.61,4
2022-11-09,ref,USDT,1303610.53,24
2021-10-26,ref,USDT,1030687.34,388
2022-06-11,ref,USDC,362410.67,13
2022-01-23,ref,USDC,8370.45,19
2021-10-16,ref,USDC,2372.18,84
2021-10-20,ref,USDT,217504.01,185
2022-11-21,ref,USDC,222945.01,13
2022-04-13,ref,DAI,16655.09,9
2022-01-25,ref,USDT,452497.27,40
2022-02-18,ref,USDC,228242.73,24
2021-12-08,ref,USDT,859392.78,36
2022-09-15,ref,USN,5377.43,8
2022-11-15,ref,USN,531.94,4
2022-02-20,ref,DAI,54358.85,12
2022-03-15,ref,USDT,188013.82,7
2022-06-16,ref,USN,4446.92,15
2022-09-28,ref,USDC,79611.28,11
2021-09-07,ref,USDC,4385.07,17
2022-08-01,ref,USDC,185476.78,14
2022-08-07,ref,DAI,2725.05,5
2022-08-19,jumbo,USDT,1.43,1
2022-09-07,ref,USN,8357.6,8
2022-06-11,jumbo,USDT,298.64,4
2022-11-22,ref,USDT,213250.06,11
2022-07-16,ref,USN,3725.26,7
2022-04-17,jumbo,USDT,10.91,4
2022-02-03,ref,DAI,66778.08,15
2021-10-26,ref,USDC,64091.65,239
2021-09-02,ref,USDT,72404.67,134
2021-11-07,ref,USDT,111570.65,123
2022-04-25,ref,USDT,721304.77,61
2022-08-29,ref,USN,5653.04,7
2022-09-05,ref,USDT,70958.54,22
2022-07-12,jumbo,USDT,105.96,2
2022-06-21,ref,USDT,811452.39,26
2022-07-30,ref,USN,7740.02,6
2022-05-23,ref,DAI,7936.3,8
2022-07-16,ref,USDT,329109.79,20
2022-06-11,ref,USDT,719231.02,24
2022-11-20,jumbo,USDT,0.75,2
2022-03-04,ref,USDC,449062.6,27
2022-06-22,ref,USDC,379830.93,11
2022-02-03,ref,USDC,806.83,8
2022-05-21,ref,DAI,2157.98,3
2022-09-09,ref,USDC,185367.79,12
2021-11-09,ref,DAI,363473.57,33
2022-03-30,ref,USDT,126964.26,24
2022-09-21,ref,USDT,608768.74,29
2022-04-17,ref,USDC,275692.14,10
2022-03-03,ref,USDC,431412.39,18
2022-06-29,ref,USDT,529054.11,23
2022-09-10,ref,USDC,142193.17,8
2022-06-16,ref,DAI,8609.29,9
2022-11-20,ref,DAI,939.27,10
2022-04-01,jumbo,USDT,28.59,2
2022-09-11,ref,DAI,1474.92,6
2022-06-15,jumbo,USDT,713.87,3
2022-10-23,ref,USDT,131392.84,11
2022-05-30,jumbo,USDC,0.15,1
2022-03-11,jumbo,USDT,15.2,1
2022-02-10,ref,USDT,153224.97,28
2022-10-03,ref,USDC,71378.24,11
2022-07-23,jumbo,USDT,374.57,4
2022-10-26,ref,DAI,126.86,3
2021-12-09,ref,USDT,660665.97,29
2021-11-20,ref,USDT,1078086.66,101
2022-08-05,ref,DAI,6367.25,6
2022-01-23,ref,USDT,412254.95,52
2021-10-16,ref,DAI,62309.62,64
2022-06-22,jumbo,USDT,225.92,4
2022-01-30,ref,USDC,971.11,10
2022-10-02,ref,USN,2096.79,9
2022-01-08,ref,DAI,115984.6,29
2022-08-20,ref,USDC,253036.1,13
2022-07-18,ref,USDT,972195.28,25
2022-07-17,jumbo,USDT,71.33,2
2021-12-02,ref,USDT,555026.83,46
2022-10-23,ref,USN,491.53,6
2022-03-26,jumbo,USDT,26.56,3
2022-05-05,ref,USDC,293269.17,8
2022-05-23,ref,USN,1158.87,10
2022-10-18,ref,USDC,47024.28,7
2022-06-06,ref,DAI,3377.59,7
2022-05-02,ref,DAI,33277.5,9
2022-10-27,ref,USDC,334689.76,10
2022-05-13,jumbo,USDT,1.97,1
2022-11-04,ref,USDC,305843.51,9
2022-02-17,ref,USDT,453564.35,27
2022-01-02,ref,USDT,118401.64,31
2022-09-24,ref,USDT,246932.56,15
2022-11-14,ref,USDC,406286.19,12
2022-03-12,ref,USDT,130489.15,10
2021-11-02,ref,DAI,216787.05,60
2021-11-17,ref,USDT,419972.67,49
2022-11-14,ref,DAI,2548.62,10
2022-05-30,ref,DAI,5435.85,8
2022-11-11,ref,USDT,536312.69,17
2022-03-19,ref,DAI,4716.27,9
2022-09-25,ref,USDT,98916.49,20
2022-09-22,ref,DAI,513.47,5
2022-09-23,ref,USDC,216589.09,15
2021-12-20,ref,DAI,70180.94,26
2022-09-23,ref,USN,7717.75,9
2021-10-24,ref,DAI,305887.79,68
2022-06-30,jumbo,USDT,275.61,4
2022-07-05,ref,USDT,272482.8,27
2021-11-28,ref,DAI,254642.35,17
2022-05-27,ref,DAI,10308.62,9
2022-03-09,ref,USDC,239944.62,9
2022-05-15,jumbo,USDT,1.79,2
2022-10-06,ref,USN,3230.96,7
2022-11-19,jumbo,USDT,0.34,1
2022-10-06,jumbo,USDT,1.07,1
2022-05-28,jumbo,USDT,553.8,3
2021-10-31,ref,DAI,108580.56,134
2021-10-21,ref,USDT,683803.82,219
2022-07-02,ref,USDC,96204.74,10
2022-07-05,ref,USN,3873.01,6
2022-02-23,ref,DAI,125384.66,12
2022-04-05,ref,DAI,19285.33,17
2022-02-06,ref,DAI,100468.27,10
2022-07-19,ref,DAI,11030.8,7
2022-01-19,ref,DAI,147809.39,27
2022-07-24,jumbo,USDT,125.31,3
2021-12-09,ref,DAI,611641.48,17
2022-10-03,ref,DAI,793.77,12
2022-03-22,ref,USDT,68454.42,21
2022-10-24,ref,USDT,298236.89,13
2021-12-31,ref,USDC,1351.57,21
2022-09-27,jumbo,USDT,0.64,1
2022-11-13,ref,USN,620.38,9
2022-08-27,ref,USN,4205.49,7
2022-08-30,ref,USDC,320639.7,10
2022-02-10,ref,USDC,2122.75,15
2022-06-10,ref,DAI,3417.38,10
2022-02-19,ref,DAI,29229.42,13
2022-04-29,ref,DAI,4279.03,13
2022-02-25,ref,USDT,442347.26,26
2022-09-05,ref,USN,1190.19,7
2022-08-30,ref,USN,9033.94,8
2022-11-07,ref,USN,502.27,9
2022-09-17,ref,USN,2727.72,4
2022-11-22,ref,DAI,1442.76,6
2022-08-05,jumbo,USDC,0,1
2022-08-10,ref,USDT,1498267.99,30
2022-08-11,ref,USDT,458067.85,19
2021-12-17,ref,USDT,150359.79,39
2021-12-21,ref,USDC,3760.88,40
2021-12-18,ref,USDT,111670.98,30
2021-10-07,ref,USDC,9390.45,168
2022-05-20,ref,USN,1067.16,13
2021-10-08,ref,USDT,323541.75,238
2022-05-06,ref,USDT,256767.81,33
2022-02-24,ref,USDC,627985,29
2021-09-16,ref,DAI,128431.06,68
2021-10-28,ref,USDC,17674.2,51
2022-09-15,ref,USDT,326913.67,26
2021-09-17,ref,USDT,205679.85,70
2022-04-04,ref,DAI,43880.15,13
2022-06-07,ref,USDT,581761.17,20
2022-03-14,jumbo,USDT,102.56,3
2022-05-09,ref,USN,2940.44,3
2022-10-27,ref,DAI,2898.25,7
2022-07-22,ref,USDT,528728.5,22
2022-08-07,ref,USDC,232637.67,17
2022-02-20,jumbo,USDT,4141.5,2
2022-03-20,jumbo,USDT,12.65,3
2022-04-19,jumbo,USDT,4.25,2
2022-10-30,jumbo,USDT,32.68,1
2022-02-08,ref,DAI,95195.6,15
2022-03-31,ref,DAI,5922.6,7
2021-10-09,ref,USDC,5030.58,113
2021-09-21,ref,USDC,7621.13,30
2021-10-18,ref,DAI,75826.23,113
2021-09-28,ref,USDC,4623.23,108
2021-09-22,ref,DAI,476956.74,49
2021-11-15,ref,USDC,3108,23
2021-09-21,ref,USDT,752672.65,100
2022-01-16,ref,DAI,298232.99,29
2021-09-23,ref,DAI,716678.37,40
2021-11-13,ref,USDC,676.36,11
2022-09-24,ref,DAI,661.4,5
2022-07-27,ref,USN,7844.05,4
2022-09-07,ref,USDC,324774.85,13
2022-07-07,jumbo,USDT,61.28,2
2022-11-19,ref,USN,100.14,5
2022-09-16,ref,USN,6129.82,8
2022-07-02,ref,USN,1071.27,9
2022-08-22,ref,USDT,402701.8,17
2022-05-26,ref,USDT,247612.15,25
2022-10-16,ref,DAI,89.98,4
2022-06-06,jumbo,USDT,102.85,4
2022-05-04,jumbo,USDT,3.89,3
2022-08-11,ref,DAI,2114.06,5
2022-08-27,jumbo,USDT,0.41,2
2022-07-20,jumbo,USDT,109.66,2
2022-08-23,jumbo,USDC,0,1
2022-08-17,jumbo,USDT,0.1,1
2022-09-26,jumbo,USDT,0.98,1
2022-01-31,ref,DAI,156031.27,16
2022-10-04,ref,USDT,110413.09,15
2022-10-28,ref,USDC,140294.14,9
2021-10-30,ref,USDC,16624.95,84
2021-09-29,ref,USDT,413155.63,109
2022-06-12,ref,USN,6640.5,12
2021-09-27,ref,USDC,5741.76,93
2022-11-16,ref,USDT,125396.57,16
2022-03-19,jumbo,USDC,9.2,1
2022-05-20,ref,USDC,68105.6,9
2021-10-22,ref,USDC,13814.53,61
2022-09-03,ref,USN,184.95,7
2022-08-15,ref,USDT,411666.21,25
2022-01-11,ref,USDT,659018.03,50
2021-09-21,ref,DAI,354737.1,33
2022-05-30,ref,USN,1376.66,17
2022-09-01,ref,USN,3923.26,10
2022-07-10,ref,USDC,152163.67,19
2022-08-07,jumbo,USDT,6,4
2022-08-14,ref,USDC,80187.38,9
2022-03-05,ref,USDT,202049.55,22
2022-07-12,ref,DAI,1077.23,4
2022-02-06,ref,USDC,2251.13,7
2022-07-27,ref,USDC,379054.44,13
2022-09-29,jumbo,USDT,5.73,3
2022-03-09,jumbo,USDT,4.86,1
2022-06-29,ref,USDC,222791.25,10
2022-08-09,jumbo,USDT,0.19,1
2022-09-07,jumbo,USDT,0.68,2
2022-04-21,jumbo,USDT,11.33,3
2022-04-08,jumbo,USDC,1.42,1
2022-08-13,jumbo,USDT,0.22,1
2022-05-29,jumbo,USDC,0.28,1
2022-10-14,ref,USDT,233060.55,27
2021-10-11,ref,USDC,8517.27,72
2021-10-06,ref,USDC,11896.19,298
2022-05-28,ref,USDT,292876.54,18
2022-05-13,ref,USDT,2841414.33,51
2021-11-05,ref,DAI,411943.92,45
2021-11-21,ref,USDT,223910.05,75
2022-09-03,ref,USDC,21880.3,10
2022-04-09,ref,DAI,16784.18,13
2022-10-15,ref,USDC,29178.23,7
2022-03-02,ref,DAI,48689.59,19
2021-11-25,ref,USDT,176885.57,55
2022-03-24,jumbo,USDT,134.12,3
2022-08-05,ref,USDC,645923.89,13
2022-09-28,ref,USDT,175174.78,16
